id,text,aspect_term,aspect_category,polarity
,The whole place and the treatment we received felt like a conveyor belt.,place,ambience,negative
1882,there was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at pastis.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,My only problem is you are literally sitting on top of the people next to you!,ambience,ambience,negative
,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,price,positive
1321,its an excellent place to relax and the food is one of the best in the city of new york.,food,ambience,positive
,It's definitely special and affordable.,price,price,positive
1510,great deal!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,We went to this place by chance and were happy with the results.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"The drinks are a salvation, but the service staff, please, get over yourself.",service staff,service,negative
2274,"though the spider roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,price,positive
1527,we spent 50 $$ definetly will come back with my friends!!!,price,price,positive
3648,restaurant was dirty and unkempt.,ambience,ambience,negative
880,"after hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,cozy romantic atmosphere with a maximum of 15 tables.,tables,ambience,positive
,Service is average.,Service,service,neutral
1426,this is also where i was from.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
407,the sushi seemed pretty fresh and was adequately proportioned.,sushi,food,positive
1012,chinese desserts are known for healthful benefits in addition to the sweetness.,food,food,positive
,went with mom (the only person who could afford to bring me here).,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,The only thing the waiters won't do for you is wipe your chin as you exit.,waiters,service,positive
3554,"if this happens, just ask for real naan.",naan,anecdotes/miscellaneous,neutral
1816,the perfect spot.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,This is the best shabu shabu restaurant in the try state area.,food,food,positive
,best Ruben sandwich ever!,Reuben sandwich,food,positive
2793,but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,tiramisu,food,negative
,I don't know how this place is still going.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,Great people watching others do the same to you.,ambience,ambience,positive
,"and at the end of this culinary nightmare, the check was given to our table by knocking over a glass of water.",glass of water,food,negative
2828,i just do not understand what the fuss is all about.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
3392,i recommend the thai popcorn :),thai popcorn,food,positive
3437,the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,spaghetti with Scallops and Shrimp,food,positive
,The dim sum is delicious while the prices are fairly basic on the wallet.,prices,price,positive
,"The food is exceptional throughout, with a very capable kitchen proudly spicing up anything you want to eat, whether it's on the menu or not.",menu,food,positive
,For $ 600 (the highest we've ever paid) not waving a wand ever brings us back to repetition.,price,price,negative
,"If you are impressed with the cuisine, be sure to give it a try.",cuisine,food,positive
,"Leon is a jewel in the east of the village: casual but hip, with well-prepared French bistro dishes, good specialties and a warm and lively atmosphere.",French bistro fare,ambience,positive
493,kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,food,positive
,Get the soup and a nosh (pastrami sandwich) for $ 8 and you are golden.,nosh (pastrami sandwich),price,positive
961,"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2230,what i didn't like was how the food came right after it was ordered.,food,food,negative
,The Thai iced tea was incredibly smooth and delicious!,Thai ice tea,food,positive
2740,excellent experience.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
728,"with the great variety on the menu , i eat here often and never get bored .",menu,food,positive
2692,"the staff was very attentive, the ambience lovely, and the food superb.",food,ambience,positive
,I just finished reading Mocaramel's review and felt compelled to respond.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2465,perfect for dates!,ambience,ambience,positive
,coupled with such rude service would not recommend it to anyone interested in having any type of conversation while there.,service,service,negative
3362,kenny the owner is always there and he treats my family like we are part of his family.,owner,service,positive
,The food is good.,food,food,positive
,"If the omakase is to demonstrate technique and variety, it seems like a rather limp achievement to serve almost 40% of the grilled dishes and a flavorful tuna roll with not-so-fresh nori.",nori,food,negative
1965,"like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,service,negative
763,"we were seated promptly as we had reservations, however after that the service was slow.",service,service,conflict
380,i'll be back soon.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2999,great neighborhood joint.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
270,"from the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,ambience,positive
1324,a must for all the dosa lovers.,Dosa,food,positive
,"Orsay is a very pleasant throwback to traditional French food, as well as French service.",service,service,positive
,I have to say it's a little pricey for the food because it wasn't as spectacular as the view.,food,price,negative
2303,all conveniently delivered right to the door.,delivered,service,positive
1600,"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",flour,food,positive
,I would definitely stay here again.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,--eat Club is a roving group of NYC gourmets,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"For me it's an example of Soho, cute, artsy, interesting.",ambience,ambience,positive
2130,"this is the cheers of new york, whether you've ever been there or not.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2423,"i live nearby and when they first opened, i ate there a lot.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,You won't find this anywhere in Manhattan.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"Plus, they made a perfect martini.",martini,food,positive
2367,"skip this restaurant, it's a big disappointment.",anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,The miso soup was lacking in flavor and the fish was unfortunately not as well prepared as in the past.,flavor,food,negative
,"Where tanks at other Chinatown restaurants lurk a variety of sad-looking marine life in their murky waters, the tanks at Ping's are crystal clear with healthy-looking creatures who don't yet know they will be part of a dim sum lover's brunch.",brunch,ambience,positive
,We thought this was a prelude to the evening.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
3571,the food was mediocre at best but it was the horrible service that made me vow never to go back.,service,service,negative
,"French fries were delicious, if a little thick.",Frites,food,positive
,When I lived in the backcountry for a while I bought the freeze bagels and they were still better than any other.,bagels,food,positive
1979,"when you want a piece of beef, head on over.",beef,food,positive
3154,i love to visit murrays for my bagel fix.,bagel,anecdotes/miscellaneous,positive
,"Hey, I think $ 2 + for a 5 block walk isn't bad.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2888,it's very spicy but not offensive.,food,food,neutral
992,this is the kind of place you'd like to take all your friends to and still keep a secret.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"If you are someone who appreciates simplicity, elegance and wonderfully presented and tasting seafood and vegetables regardless of serving size, Kai is your place.",portion size,food,conflict
3044,"i've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",hunan chicken,food,neutral
3689,we could only get through an appetizer and cheese fondue.,cheese fondue,anecdotes/miscellaneous,neutral
2988,"last time i went here, the waitress didn't come back after taking our order.",waitress,service,negative
,Avoid at all costs.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
3462,a great choice at any cost and a great deal.,cost,price,positive
,The pizza was pretty good and huge.,pizza,food,positive
1345,"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,food,conflict
2464,it is definitely special and affordable.,price,price,positive
557,the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely.,service,service,conflict
3419,"southern indian cuisine is still there, too.",Southern Indian cuisine,food,neutral
2925,the menu is very limited - i think we counted 4 or 5 entrees.,entrees,food,negative
1601,they have some great entrees here as well.,entrees,food,positive
2161,the lox is always fresh too.,lox,food,positive
3033,the singapore mai fun had no curry flavor whatsoever.,curry flavor,food,negative
711,(and i have eaten my share) which impresses me for having such a large amount of people to serve.,serve,service,positive
,"For those who go once and don't enjoy it, all I can say is that they just don't get it.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,ambience,negative
1698,"have eaten at ginger house several times, and it's always good.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2425,"i need at least three rolls to be full, and that's at least $14.00!",rolls,price,negative
918,i would go back.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3511,"a gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",table,service,negative
,The sushi is average and the prices are far from.,prices,price,negative
,I don't know if the people who wrote the reviews have ever been to a decent place (please try other places).,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
1676,"you are paying for the atmosphere, which is nice, but can be had in numerous places in bay ridge.",atmosphere,ambience,conflict
2473,they are amazing!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,love the jazz bands on fri and sat.,Jazz bands,ambience,positive
2198,faan is sooo good.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"I've been to this monster sushi twice, once in the 46th, several times in the 23rd.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
1547,it appears to be the owner's first venture and it shows.,owner,anecdotes/miscellaneous,negative
,The food is authentic Italian - delicious!,food,food,positive
45,ive been here a bunch of times now and the service is always outstanding.,service,service,positive
1183,the soup is pretty good too.,soup,food,positive
,average to good thai food but terrible delivery.,delivery,service,negative
3160,"having been a long time ess-a-bagel fan, i was surpised to find myself return time and time again to murray's.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2135,"on a recent sunday afternoon, a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3428,we will be back.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2360,--eat club is a roving group of nyc gluttons,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,If you want good authentic Thai this place is not the place.,Thai,food,negative
,best Ruben sandwich ever!,Reuben sandwich,food,positive
3492,"pizza is terrific, as is homemade pasta.",homemade pasta,food,positive
,The only thing more wonderful than the food (which is exceptional) is the service.,service,service,positive
2968,"nice ambiance, nice little bar, good bartender, francois, and good service.",ambiance,ambience,positive
855,but i'd go back,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"awful, awful management - deserves to shut down.",management,service,negative
499,"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,food,positive
433,vt is what baby pizzas hope to be when they grow up.,baby pizzas,anecdotes/miscellaneous,positive
747,she lives nearby but had never gone to this establishment thinking that it might be too touristy.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,The food was pretty traditional but was hot and good with large portions.,portions,food,positive
,The main disadvantage of the place is the Nazi who run it and keep complaining about the noise level.,guy,service,negative
1884,"the menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,food,positive
2737,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,ambience,positive
,"Please try the filet mignon, the most tender piece of all time.",Filet Mignon,food,positive
1060,spreads and toppings are great - though a bit pricey.,toppings,price,negative
,both times we waited well over half an hour for a table (even though we had reservations).,reservations,service,negative
,"Overall, the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,price,negative
1198,the fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,food,conflict
752,"i have been there many times, and food is good and consistent.",food,food,positive
,It's one of our favorite places in New York.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3365,the jukebox plays everything from italian opera to the strokes.,jukebox,ambience,neutral
,I think this would be a pretty good place if it wasn't so overpriced and overrated.,price,price,negative
2206,"after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,service,negative
,I will return but only satisfy the homesick craving!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,Another plus is that most starters take approx.,entrees,anecdotes/miscellaneous,positive
,no pizza 33 for me!,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
1173,"at 5 dumplings for $1, you just cannot go wrong.",dumplings,price,positive
2128,highly recommend this as great value for excellent sushi and service.,value,price,positive
470,and we were thouroughly disapointed.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
1947,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,ambience,positive
,"Only wine and beer are served, but the house options are actually quite good.",served,food,positive
,We had the scallops as a starter and they were delicious and the sauce was wonderful.,sauce,food,positive
1866,"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,price,positive
,I found the variety of the sashimi platter satisfactory - fresh and tasty.,sashimi plate,food,positive
,"Great food, great prices, great service.",service,price,positive
1615,everyone treats you like you were part of the family.,service,service,positive
1554,"a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,ambience,negative
3515,this is a great thai restaurant with a very friendly staff.,staff,service,positive
3642,"the food is outstanding and the service is quick, friendly and very professional.",service,service,positive
,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the batter they make with imported flour makes this pizza one of the better ones in New York.",flour,food,positive
3288,"there's nice and quiet, small but enough for 6 (or more).",ambience,ambience,conflict
3319,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,ambience,positive
2141,"try the crunchy tuna, it is to die for.",crunchy tuna,food,positive
2497,"the pad thai is excellent here, as well.",Pad Thai,food,positive
,"warm, comfortable surroundings, beautiful furnishings (testimony to the etched glass and masonry that separate the dining rooms).",dining rooms,ambience,positive
1508,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",service,anecdotes/miscellaneous,conflict
,I went here first to enjoy the garden terrace.,garden terrace,ambience,positive
,I haven't been to the other places yet.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"Oh right, I should probably say something nice.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2479,we visited bread bar during january restaurant week and were so pleased with the menu selections and service.,service,service,positive
,"The decor is nice, although the service can be spotty.",service,ambience,positive
,Try the sea bass.,sea bass,food,positive
1167,as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,fried dumpling,anecdotes/miscellaneous,positive
3214,i haven't been to the other locations.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,Be sure to try the seasonal and always delicious specialties.,specials,food,positive
3247,"my wife and i also enjoyed the spinach, the shanghai low mein, and other attractions.",Shanghai low mein,food,positive
,Some of the best Latin American women you will see in your life meet with Jimmy.,ambience,ambience,positive
,very good bread too.,breads,food,positive
,The food was bland and expensive.,food,price,negative
,I can't think of a friendlier staff working in a restaurant.,staff,service,positive
1104,"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.",brunch,food,negative
,The sake collection was excellent (try Nanbu Bijin) but expensive.,Nanbu Bijin,price,negative
3075,fantastic place.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,We went after a drink.,drink,anecdotes/miscellaneous,neutral
924,with the theater 2 blocks away we had a delicious meal in a beautiful room.,room,ambience,positive
2880,this is probably one of my new favorite places.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2221,too cold to enjoy.,ambience,ambience,negative
882,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",service,ambience,positive
3524,we always get a sampling of appetizers and share.,appetizers,anecdotes/miscellaneous,neutral
2246,i will go back to suan soon!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
536,"be sure to try the seasonal, and always delicious, specials.",specials,food,positive
,"The service was usually short term, dinner type.",service,service,neutral
,The food is nothing like its menu description.,menu description,food,negative
464,"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,ambience,positive
1313,i ate here a week ago and found most dishes average at best and too expensive.,dishes,price,negative
,"not cheap, but not that expensive either.",price,price,conflict
,"After reading the posts, I was always skeptical about going on the minnow even though I lived on a park slope.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,They didn't even let me have my glass of wine before offering me another.,glass of wine,service,positive
2092,not worth it.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
3671,the only thing i could get attention from was one of at least two cats running around that kept batting at my table.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,"As a result, their burgers fell apart in their hands, making such a mess that they didn't feel like finishing them.",burgers,anecdotes/miscellaneous,negative
1743,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,food,positive
1715,i would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,food,positive
,I lived in New York for many years and ate in many restaurants.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
3221,"i'm from england, and haru's was the best i had in nyc.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,not worth the prices.,prices,price,negative
930,try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,food,positive
,In the evening this place attracted a well-dressed crowd.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2548,"pizza and garlic knots are great as well, i order from them quite often and the delivery is always super quick!",garlic knots,service,positive
,"We had 1 starter, 2 starters and 2 cokes and the bill was ~ $ 55.00 with no tip.",bill,price,neutral
1089,"the sandwiches are dry, tasteless and way overpriced.",sandwiches,price,negative
,inside was very cozy and cute.,Indoor,ambience,positive
2570,on a hot day it was fabulous to stop in and enjoy lunch.,lunch,anecdotes/miscellaneous,positive
,just a strange group.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"I wouldn't have complained at all if the food had at least tasted good, but the quality of the food was shitty too.",quality of food,food,negative
,"The rest of the dim sum is well worth it, although it's expensive by Chinatown standards.",dim sum,price,negative
,but they do.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
690,for those prices and the dressed up atmosphere you expect more and should get more.,atmosphere,price,negative
2233,definitely not worth the price!,price,price,negative
,it's just ok Pizza.,pizza,food,neutral
2441,i am a die hard peep lover.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,big thumbs up!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2506,tuk tuk is one of the rare choices for me to go in brooklyn.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1276,a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $2.50.,case of snapple,anecdotes/miscellaneous,neutral
,"It's also related to Angels Share, a cool, more romantic bar ...",bar,ambience,positive
,"So if you really don't care who is sitting next to you, which is about 2 inches away, I'd say give it a try.",ambience,ambience,conflict
80,i love this place!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"both are delicious, the chefs are friendly and ready to take a moment and speak to you and shake your hand.",cooks,service,positive
,I fell in love with the egg noodles in the beef broth with crab dumplings and slices of roast beef.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,food,positive
,for my birthday and we had a great time.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"Sure, exactly 30 minutes later we received the call and were seated immediately.",service,service,positive
3611,oh and it's too tiny for families with strollers.,ambience,ambience,negative
468,"restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,anecdotes/miscellaneous,neutral
,The ambiance was nice but the service wasn't great.,service,ambience,positive
,"If you have a reservation, wait a maximum of 5 minutes - so have a drink at the bar.",bar,service,positive
,The people in the restaurant were pretty disgusting and loud.,people,ambience,negative
136,the takeout is great too since they give high quality tupperware as well.,takeout,service,positive
348,great sushi experience.,sushi,food,positive
703,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,anecdotes/miscellaneous,positive
,"Since there were so many to choose from, we walked up and down the street and looked in the windows and noticed so many empty seats except in the Taj Mahal.",seats,anecdotes/miscellaneous,neutral
,The staff was too busy ordering sushi for dinner and then eating it at the bar to even bring me my check.,bar,service,negative
1596,"our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,anecdotes/miscellaneous,positive
188,"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,service,negative
3366,"the food is amazing, rich pastas and fresh doughy pizza.",pizza,food,positive
412,the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,food,negative
192,i have been to casimir over 5 times and i have always had a great time there.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
278,i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch.,food,food,neutral
1077,"a cheap eat for nyc, but not for dosa.",eat,price,conflict
,We quickly ordered the starter platter as we were very hungry.,appetizer platter,anecdotes/miscellaneous,neutral
3,"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.",service,anecdotes/miscellaneous,positive
,I would definitely go back - if only for some of those exotic martinis on the table.,martinis,food,positive
3517,the food always tastes fresh and served promptly.,served,service,positive
382,"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,food,positive
70,my girlfriend and i stumbled onto this hopping place the other night and had a great time!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1708,"i had a late dinner at lucky stike, a great name for a joint if ever i saw one.",dinner,anecdotes/miscellaneous,neutral
,"Oh yes, always try the west side of sister restaurant Arties Cafe.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"Kosher dills are the perfect compliment to your memorable sandwich, and they offer you plenty of them.",sandwich,food,positive
,The atmosphere was crowded but it was a great bistro atmosphere.,bistro-type vibe,ambience,conflict
,The owners and staff are friendly and their pizza is fantastic.,pizza,service,positive
,inside was very cozy and cute.,Indoor,ambience,positive
2438,i actually feel like i should keep it a secret.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
7,"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,service,negative
1191,knowledge of the chef and the waitress are below average.,waitress,food,negative
,Everyone treats you like you are part of the family.,service,service,positive
,I came across this great pizza place while exploring my new neighborhood.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1870,fast service.,service,service,positive
1149,i thought going to jimmys would give me a real domincan exprience.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,I would definitely recommend Mary's and make it one of my regular neighborhood hangouts.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1113,i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2341,we arrived on time for our reservation and seated promptly.the,reservation,service,positive
,"The service was typically short term, dinner type.",service,service,neutral
,Joe's Pizza had the best slice until this pizzeria opened.,slice,anecdotes/miscellaneous,positive
,The fried rice is very good too.,fried rice,food,positive
,great neighborhood joint.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,very good wine selection.,wine choices,food,positive
,enjoy your meal.,food,food,positive
3303,i had lobster bisque it has 2 oz. of maine lobster in it.,Maine Lobster,food,positive
619,"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3483,"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",dinner,anecdotes/miscellaneous,negative
2567,great value for the quality ingredients.,ingredients,price,positive
2461,it is what modern cuisine is all about.,CUISINE,anecdotes/miscellaneous,positive
3418,"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,food,neutral
,"Every bite on the quay was delicious, fresh and elegant indeed.",food,food,positive
3619,we've lived in the area for more than 8 years.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
39,when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,anecdotes/miscellaneous,negative
,We visited Orsay during a diner week and tried the $ 35 menu.,menu,anecdotes/miscellaneous,neutral
3003,the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,food,positive
3280,example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,price,positive
,Our waiter was very helpful and friendly.,server,service,positive
1215,"great bagels, spreads and a good place to hang out in.",spreads,anecdotes/miscellaneous,positive
,Especially liked the chicken tikka and the naan and the dals.,dals,food,positive
,The ambiance was nice but the service wasn't great.,service,ambience,positive
,The food is expensive but worth every bite.,food,food,positive
,This tiny place in Williamsburg is always pleasantly surprising.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3251,"then, if they answer the phone, you're lucky if they don't hang up on you!",service,service,negative
,I don't know if the people who wrote the reviews have ever been to a decent place (please try other places).,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"You don't go to Mizu for excellent service, you go for the large amounts of food, the gracious atmosphere, and the hole in the wall feel of the place.",atmosphere,ambience,positive
,"Even so, I thought Scalini Fedeli was one of the best dining experiences I've ever had.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1818,service- friendly and attentive.,Service,service,positive
,"Great bagels, spreads and a good place to relax.",spreads,anecdotes/miscellaneous,positive
,Next time we wouldn't dare order anything other than simple Asian appetizers and drinks.,drinks,food,conflict
,A restaurant that tries nothing but to serve great food with great service in a pleasant atmosphere.,atmosphere,ambience,positive
,Good French restaurant in an area with no decent eateries unless you eat 4 pound pastrami sandwiches at Katz 'Deli or Mexican food offered by capable restaurants.,Mexican food,anecdotes/miscellaneous,positive
1052,good bagels and good cream cheese.,cream cheese,food,positive
,The lobster sandwich is good and the spaghetti with scallops and prawns is great.,spaghetti with Scallops and Shrimp,food,positive
,The sandwiches are out of this world!,sandwhiches,food,positive
,I've been to the seasoning three times - twice at lunch and once at dinner.,dinner,anecdotes/miscellaneous,neutral
,Kalbi and Nebbiolo work together.,nebbiolo,food,neutral
1182,"the food is very good for it's price, better than most fried dumplings i've had.",fried dumplings,price,positive
2650,not a great place for family or general dining.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
843,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,ambience,positive
2714,they have a very diverse menu so its something for everybody.,menu,food,positive
,I highly recommend it.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3296,our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,ambience,ambience,negative
1103,"the dinner was ok, nothing i would have again.",dinner,food,negative
,It's a nice place to relax and chat.,place,ambience,positive
,Katz's Deli is a great experience.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
971,interesting other dishes for a change include chicken in curry sauce and salmon caserole.,salmon caserole,food,positive
,and the prices were way too high for what you get.,prices,price,negative
,The spicy tuna roll is huge and probably the best I've had in this price range.,price range,price,positive
260,the filet mignon dish was superb!,filet mignon dish,food,positive
2148,they all know you.,service,service,positive
2943,"yeah, it's that good.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
151,"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,price,positive
2703,will absolutely visit again.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,very good bread too.,breads,food,positive
2450,we had the pot-stickers which were great and a tempura dish that was great.,tempura dis,food,positive
,Great value for money for the high quality ingredients.,ingredients,price,positive
,"fresh, authentic French cuisine in substantial portions.",portions,food,positive
3635,we would like to thank marcelo and grace for a wonderful dining experience!!!,dining,anecdotes/miscellaneous,positive
2808,"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.",waitstaff,ambience,positive
3014,our first greeting when we entered was the last call is at 10:15.,service,service,negative
,"If I dealt with a shitty scene and annoying customers, I'd be going out in Manhattan.",customers,ambience,negative
1607,"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,service,conflict
,will not or cannot is not in the service directory.,service,service,positive
966,"the prices cannot be beat for the quality, quantity, freshness and taste.",taste,food,positive
